,row,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,zdisambPositionAmb,zdisambPositionUnamb,zdisambPosition_0idx,lg_freq,len,spillover_1,spillover_2
19,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",day.s,day's,19,5.35711407661438,13.0,14.0,12.0,NA,5,1.1105695962905884,0.5033425688743591
20,0,1,PREP_DAT,False,"As soon as the meeting ended, Paul gave the project files to his assistant, eager to wrap up the day's tasks.",tasks..,tasks.,20,5.7229185700416565,13.0,14.0,12.0,11.582141981658776,6,5.35711407661438,1.1105695962905884
21,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",As,As,0,10.346134185791016,13.0,14.0,12.0,19.50547237467336,2,NA,NA
22,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",soon,soon,1,4.54999589920044,13.0,14.0,12.0,14.498288270986563,4,10.346134185791016,NA
23,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",as,as,2,0.0057411771267652,13.0,14.0,12.0,19.50547237467336,2,4.54999589920044,10.346134185791016
24,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,3,1.9804744720458984,13.0,14.0,12.0,22.63220803141205,3,0.0057411771267652,4.54999589920044
25,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",meeting,meeting,4,7.22632884979248,13.0,14.0,12.0,13.616319096976865,7,1.9804744720458984,0.0057411771267652
26,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.","ended.,","ended,",5,3.558439791202545,13.0,14.0,12.0,13.058837332677816,6,7.22632884979248,1.9804744720458984
27,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",Paul,Paul,6,6.6056904792785645,13.0,14.0,12.0,13.757181632816716,4,3.558439791202545,7.22632884979248
28,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",gave,gave,7,5.504810333251953,13.0,14.0,12.0,14.238852526315656,4,6.6056904792785645,3.558439791202545
29,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,8,2.181938648223877,13.0,14.0,12.0,22.63220803141205,3,5.504810333251953,6.6056904792785645
30,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",project,project,9,8.7061128616333,13.0,14.0,12.0,14.151254430729027,7,2.181938648223877,5.504810333251953
31,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",files,files,10,10.87907600402832,13.0,14.0,12.0,12.28828934218097,5,8.7061128616333,2.181938648223877
32,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",his,his,11,5.910609245300293,13.0,14.0,12.0,18.80531878371456,3,10.87907600402832,8.7061128616333
33,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.","assistant.,","assistant,",12,11.599191069602966,13.0,14.0,12.0,12.65687172561398,10,5.910609245300293,10.87907600402832
34,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",eager,eager,13,11.457656860351562,13.0,14.0,12.0,11.722807531169549,5,11.599191069602966,5.910609245300293
35,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",to,to,14,0.2249635010957718,13.0,14.0,12.0,21.53676655844732,2,11.457656860351562,11.599191069602966
36,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",wrap,wrap,15,7.958303451538086,13.0,14.0,12.0,11.97333862080036,4,0.2249635010957718,11.457656860351562
37,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",up,up,16,0.4256047308444977,13.0,14.0,12.0,18.008674813430154,2,7.958303451538086,0.2249635010957718
38,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,17,1.25646710395813,13.0,14.0,12.0,22.63220803141205,3,0.4256047308444977,7.958303451538086
39,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",day.s,day's,18,5.196210741996765,13.0,14.0,12.0,NA,5,1.25646710395813,0.4256047308444977
40,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",tasks..,tasks.,19,5.675407499074936,13.0,14.0,12.0,11.582141981658776,6,5.196210741996765,1.25646710395813
41,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220211029052734,13.0,14.0,12.0,9.252665432450248,6,NA,NA
42,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",whether,whether,1,4.242996692657471,13.0,14.0,12.0,15.048231416702446,7,14.220211029052734,NA
43,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",it,it,2,3.2862086296081543,13.0,14.0,12.0,19.95812078246488,2,4.242996692657471,14.220211029052734
44,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",was,was,3,2.3194563388824463,13.0,14.0,12.0,19.375576149442036,3,3.2862086296081543,4.242996692657471
45,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",the,the,4,3.0094213485717773,13.0,14.0,12.0,22.63220803141205,3,2.3194563388824463,3.2862086296081543
46,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",right,right,5,3.152950525283813,13.0,14.0,12.0,16.362936929061178,5,3.0094213485717773,2.3194563388824463
47,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.252450942993164,13.0,14.0,12.0,13.56355380269006,9,3.152950525283813,3.0094213485717773
48,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Mia,Mia,7,11.44367790222168,13.0,14.0,12.0,8.665335917185176,3,7.252450942993164,3.152950525283813
49,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",sold,sold,8,8.014860153198242,13.0,14.0,12.0,13.504694868818218,4,11.44367790222168,7.252450942993164
50,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,9,1.6044909954071045,13.0,14.0,12.0,18.0313727515236,3,8.014860153198242,11.44367790222168
51,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814540863037109,13.0,14.0,12.0,12.385592813601365,9,1.6044909954071045,8.014860153198242
52,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",to,to,11,1.848597764968872,13.0,14.0,12.0,21.53676655844732,2,7.814540863037109,1.6044909954071045
53,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",a,a,12,1.2497707605361938,13.0,14.0,12.0,21.49714088771862,1,1.848597764968872,7.814540863037109
54,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",local,local,13,3.303570508956909,13.0,14.0,12.0,14.914852250515,5,1.2497707605361938,1.848597764968872
55,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",dealer,dealer,14,4.833004951477051,13.0,14.0,12.0,11.234817431117325,6,3.303570508956909,1.2497707605361938
56,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",before,before,15,5.229763031005859,13.0,14.0,12.0,16.64144498794685,6,4.833004951477051,3.303570508956909
57,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",moving,moving,16,2.435311317443848,13.0,14.0,12.0,13.753843508311638,6,5.229763031005859,4.833004951477051
58,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",out,out,17,2.9799294471740723,13.0,14.0,12.0,17.936706943811505,3,2.435311317443848,5.229763031005859
59,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",of,of,18,1.641001582145691,13.0,14.0,12.0,21.582058346977156,2,2.9799294471740723,2.435311317443848
60,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,19,2.109081506729126,13.0,14.0,12.0,18.0313727515236,3,1.641001582145691,2.9799294471740723
61,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",old,old,20,5.592726707458496,13.0,14.0,12.0,15.56650005319156,3,2.109081506729126,1.641001582145691
62,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",apartment..,apartment.,21,2.803757965564728,13.0,14.0,12.0,12.355626393637916,10,5.592726707458496,2.109081506729126
63,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220211029052734,13.0,14.0,12.0,9.252665432450248,6,NA,NA
64,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",whether,whether,1,4.242996692657471,13.0,14.0,12.0,15.048231416702446,7,14.220211029052734,NA
65,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",it,it,2,3.2862086296081543,13.0,14.0,12.0,19.95812078246488,2,4.242996692657471,14.220211029052734
66,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",was,was,3,2.3194563388824463,13.0,14.0,12.0,19.375576149442036,3,3.2862086296081543,4.242996692657471
67,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",the,the,4,3.0094213485717773,13.0,14.0,12.0,22.63220803141205,3,2.3194563388824463,3.2862086296081543
68,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",right,right,5,3.152950525283813,13.0,14.0,12.0,16.362936929061178,5,3.0094213485717773,2.3194563388824463
69,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.252450942993164,13.0,14.0,12.0,13.56355380269006,9,3.152950525283813,3.0094213485717773
70,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Mia,Mia,7,11.44367790222168,13.0,14.0,12.0,8.665335917185176,3,7.252450942993164,3.152950525283813
71,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",sold,sold,8,8.014860153198242,13.0,14.0,12.0,13.504694868818218,4,11.44367790222168,7.252450942993164
72,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,9,1.6044909954071045,13.0,14.0,12.0,18.0313727515236,3,8.014860153198242,11.44367790222168
73,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814540863037109,13.0,14.0,12.0,12.385592813601365,9,1.6044909954071045,8.014860153198242
74,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",a,a,11,6.0593366622924805,13.0,14.0,12.0,21.49714088771862,1,7.814540863037109,1.6044909954071045
75,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",local,local,12,9.015218734741213,13.0,14.0,12.0,14.914852250515,5,6.0593366622924805,7.814540863037109
76,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",dealer,dealer,13,5.506173133850098,13.0,14.0,12.0,11.234817431117325,6,9.015218734741213,6.0593366622924805
77,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",before,before,14,6.569061756134033,13.0,14.0,12.0,16.64144498794685,6,5.506173133850098,9.015218734741213
78,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",moving,moving,15,3.1067605018615723,13.0,14.0,12.0,13.753843508311638,6,6.569061756134033,5.506173133850098
79,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",out,out,16,3.1299219131469727,13.0,14.0,12.0,17.936706943811505,3,3.1067605018615723,6.569061756134033
80,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",of,of,17,1.697036623954773,13.0,14.0,12.0,21.582058346977156,2,3.1299219131469727,3.1067605018615723
81,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,18,2.185473680496216,13.0,14.0,12.0,18.0313727515236,3,1.697036623954773,3.1299219131469727
82,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",old,old,19,5.600772857666016,13.0,14.0,12.0,15.56650005319156,3,2.185473680496216,1.697036623954773
83,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",apartment..,apartment.,20,3.1024246215820312,13.0,14.0,12.0,12.355626393637916,10,5.600772857666016,2.185473680496216
84,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569820404052734,11.0,12.0,10.0,15.804811662580263,7,NA,NA
85,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403611183166504,11.0,12.0,10.0,13.217654833364024,7,12.569820404052734,NA
86,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",for,for,2,0.3164350986480713,11.0,12.0,10.0,20.06528990175323,3,5.403611183166504,12.569820404052734
87,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",a,a,3,2.1649169921875,11.0,12.0,10.0,21.49714088771862,1,0.3164350986480713,5.403611183166504
88,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475262761116028,11.0,12.0,10.0,10.306061689428342,6,2.1649169921875,0.3164350986480713
89,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.886991500854492,11.0,12.0,10.0,11.469133019829592,4,4.475262761116028,2.1649169921875
90,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713706970214844,11.0,12.0,10.0,13.56045225766691,6,8.886991500854492,4.475262761116028
91,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718497276306152,11.0,12.0,10.0,18.80531878371456,3,6.713706970214844,8.886991500854492
92,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365619659423828,11.0,12.0,10.0,11.809366207816078,9,3.1718497276306152,6.713706970214844
93,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,9,1.3353283405303955,11.0,12.0,10.0,21.53676655844732,2,9.365619659423828,3.1718497276306152
94,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,10,1.7738221883773804,11.0,12.0,10.0,22.63220803141205,3,1.3353283405303955,9.365619659423828
95,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",hiring,hiring,11,9.47387409210205,11.0,12.0,10.0,11.019590728357882,6,1.7738221883773804,1.3353283405303955
96,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",manager,manager,12,0.4732475876808166,11.0,12.0,10.0,13.367005146822304,7,9.47387409210205,1.7738221883773804
97,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",and,and,13,1.716700553894043,11.0,12.0,10.0,21.58925110025668,3,0.4732475876808166,9.47387409210205
98,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",moved,moved,14,8.344839096069336,11.0,12.0,10.0,13.835063492005094,5,1.716700553894043,0.4732475876808166
99,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",on,on,15,0.7065655589103699,11.0,12.0,10.0,19.66803317279517,2,8.344839096069336,1.716700553894043
100,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,16,1.0096349716186523,11.0,12.0,10.0,21.53676655844732,2,0.7065655589103699,8.344839096069336
101,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,17,1.4064539670944214,11.0,12.0,10.0,22.63220803141205,3,1.0096349716186523,0.7065655589103699
102,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",next,next,18,0.6938744783401489,11.0,12.0,10.0,15.881352987638694,4,1.4064539670944214,1.0096349716186523
103,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",part,part,19,3.379829406738281,11.0,12.0,10.0,15.845612557210393,4,0.6938744783401489,1.4064539670944214
104,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",of,of,20,0.7832909822463989,11.0,12.0,10.0,21.582058346977156,2,3.379829406738281,0.6938744783401489
105,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,21,0.2074541002511978,11.0,12.0,10.0,22.63220803141205,3,0.7832909822463989,3.379829406738281
106,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",interview..,interview.,22,2.6749381124973297,11.0,12.0,10.0,12.871135184243045,10,0.2074541002511978,0.7832909822463989
107,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569820404052734,11.0,12.0,10.0,15.804811662580263,7,NA,NA
108,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403611183166504,11.0,12.0,10.0,13.217654833364024,7,12.569820404052734,NA
109,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",for,for,2,0.3164350986480713,11.0,12.0,10.0,20.06528990175323,3,5.403611183166504,12.569820404052734
110,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",a,a,3,2.1649169921875,11.0,12.0,10.0,21.49714088771862,1,0.3164350986480713,5.403611183166504
111,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475262761116028,11.0,12.0,10.0,10.306061689428342,6,2.1649169921875,0.3164350986480713
112,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.886991500854492,11.0,12.0,10.0,11.469133019829592,4,4.475262761116028,2.1649169921875
113,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713706970214844,11.0,12.0,10.0,13.56045225766691,6,8.886991500854492,4.475262761116028
114,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718497276306152,11.0,12.0,10.0,18.80531878371456,3,6.713706970214844,8.886991500854492
115,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365619659423828,11.0,12.0,10.0,11.809366207816078,9,3.1718497276306152,6.713706970214844
116,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,9,6.355713844299316,11.0,12.0,10.0,22.63220803141205,3,9.365619659423828,3.1718497276306152
117,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",hiring,hiring,10,10.633011817932127,11.0,12.0,10.0,11.019590728357882,6,6.355713844299316,9.365619659423828
118,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",manager,manager,11,3.737441062927246,11.0,12.0,10.0,13.367005146822304,7,10.633011817932127,6.355713844299316
119,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",and,and,12,3.168568849563598,11.0,12.0,10.0,21.58925110025668,3,3.737441062927246,10.633011817932127
120,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",moved,moved,13,7.7088446617126465,11.0,12.0,10.0,13.835063492005094,5,3.168568849563598,3.737441062927246
121,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",on,on,14,0.7759655714035034,11.0,12.0,10.0,19.66803317279517,2,7.7088446617126465,3.168568849563598
122,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",to,to,15,0.9048328995704652,11.0,12.0,10.0,21.53676655844732,2,0.7759655714035034,7.7088446617126465
123,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,16,1.4402003288269043,11.0,12.0,10.0,22.63220803141205,3,0.9048328995704652,0.7759655714035034
