row,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",whether,whether,1,4.242996692657471
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",it,it,2,3.2862086296081543
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",was,was,3,2.3194563388824463
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",the,the,4,3.0094213485717773
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",right,right,5,3.1529505252838135
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.252450942993164
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Mia,Mia,7,11.44367790222168
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",sold,sold,8,8.014860153198242
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,9,1.6044909954071045
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814540863037109
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",to,to,11,1.848597764968872
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",a,a,12,1.2497707605361938
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",local,local,13,3.303570508956909
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",dealer,dealer,14,4.833004951477051
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",before,before,15,5.229763031005859
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",moving,moving,16,2.4353113174438477
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",out,out,17,2.9799294471740723
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",of,of,18,1.641001582145691
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,19,2.109081506729126
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",old,old,20,5.592726707458496
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",apartment..,apartment.,21,2.803757965564728
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220211029052734
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",whether,whether,1,4.242996692657471
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",it,it,2,3.2862086296081543
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",was,was,3,2.3194563388824463
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",the,the,4,3.0094213485717773
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",right,right,5,3.1529505252838135
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.252450942993164
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Mia,Mia,7,11.44367790222168
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",sold,sold,8,8.014860153198242
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,9,1.6044909954071045
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814540863037109
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",a,a,11,6.0593366622924805
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",local,local,12,9.015218734741211
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",dealer,dealer,13,5.506173133850098
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",before,before,14,6.569061756134033
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",moving,moving,15,3.1067605018615723
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",out,out,16,3.1299219131469727
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",of,of,17,1.697036623954773
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,18,2.185473680496216
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",old,old,19,5.600772857666016
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",apartment..,apartment.,20,3.1024246215820312
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569820404052734
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403611183166504
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",for,for,2,0.3164350986480713
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",a,a,3,2.1649169921875
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475262761116028
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.886991500854492
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713706970214844
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718497276306152
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365619659423828
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,9,1.3353283405303955
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,10,1.7738221883773804
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",hiring,hiring,11,9.47387409210205
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",manager,manager,12,0.47324758768081665
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",and,and,13,1.716700553894043
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",moved,moved,14,8.344839096069336
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",on,on,15,0.7065655589103699
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,16,1.0096349716186523
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,17,1.4064539670944214
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",next,next,18,0.6938744783401489
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",part,part,19,3.3798294067382812
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",of,of,20,0.7832909822463989
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,21,0.20745410025119781
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",interview..,interview.,22,2.6749381124973297
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569820404052734
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403611183166504
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",for,for,2,0.3164350986480713
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",a,a,3,2.1649169921875
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475262761116028
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.886991500854492
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713706970214844
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718497276306152
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365619659423828
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,9,6.355713844299316
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",hiring,hiring,10,10.633011817932129
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",manager,manager,11,3.737441062927246
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",and,and,12,3.1685688495635986
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",moved,moved,13,7.7088446617126465
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",on,on,14,0.7759655714035034
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",to,to,15,0.9048328995704651
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,16,1.4402003288269043
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",next,next,17,1.107802391052246
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",part,part,18,3.190974473953247
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",of,of,19,0.9551742672920227
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,20,0.20862405002117157
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",interview..,interview.,21,2.6774253249168396
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,I,I,0,7.896907329559326
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,was,was,1,3.181896448135376
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,surprised,surprised,2,4.540387153625488
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,when,when,3,2.6397008895874023
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,I,I,4,0.7934179306030273
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,heard,heard,5,2.8818488121032715
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,that,that,6,1.2346172332763672
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,Mark,Mark,7,7.50222110748291
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,had,had,8,3.5421245098114014
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,given,given,9,5.054474830627441
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,his,his,10,2.742276668548584
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,collection,collection,11,8.768473625183105
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,of,of,12,1.0417128801345825
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,vintage,vintage,13,4.772226333618164
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,records,records,14,5.412430763244629
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,to,to,15,0.8343214988708496
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,his,his,16,3.356861114501953
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,cousin,cousin,17,4.99016809463501
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,as,as,18,5.750094890594482
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,a,a,19,0.7656201124191284
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,birthday,birthday,20,2.8736605644226074
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,present..,present.,21,0.7650402635335922
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,I,I,0,7.896907329559326
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,was,was,1,3.181896448135376
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,surprised,surprised,2,4.540387153625488
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,when,when,3,2.6397008895874023
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,I,I,4,0.7934179306030273
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,heard,heard,5,2.8818488121032715
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,that,that,6,1.2346172332763672
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,Mark,Mark,7,7.50222110748291
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,had,had,8,3.5421245098114014
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,given,given,9,5.054474830627441
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,his,his,10,2.742276668548584
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,collection,collection,11,8.768473625183105
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,of,of,12,1.0417128801345825
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,vintage,vintage,13,4.772226333618164
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,records,records,14,5.412430763244629
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,his,his,15,5.23788595199585
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,cousin,cousin,16,10.64975357055664
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,as,as,17,6.982546806335449
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,a,a,18,0.818017840385437
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,birthday,birthday,19,3.031128406524658
7,4,PREP_DAT,True,I was surprised when I heard that Mark had given his collection of vintage records his cousin as a birthday present.,present..,present.,20,0.6739512979984283
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",Real.izing,Realizing,0,17.89538049697876
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",he,he,1,3.4816298484802246
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",wouldn.t,wouldn't,2,5.036081501864828
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",use,use,3,6.4537458419799805
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",it,it,4,2.8081307411193848
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.","anymore.,","anymore,",5,3.522704064846039
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",Lucas,Lucas,6,7.284113883972168
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",sold,sold,7,8.334465980529785
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",his,his,8,1.8493884801864624
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",gaming,gaming,9,9.345428466796875
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",console,console,10,3.5727522373199463
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",to,to,11,1.0283877849578857
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",his,his,12,2.848029613494873
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.","neighbor.,","neighbor,",13,6.983478784561157
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",hoping,hoping,14,6.175471305847168
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",to,to,15,0.8977509140968323
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",make,make,16,2.576449394226074
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",a,a,17,1.798052191734314
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",bit,bit,18,5.049674987792969
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",of,of,19,0.8706669807434082
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",extra,extra,20,3.349025249481201
8,5,PREP_DAT,False,"Realizing he wouldn't use it anymore, Lucas sold his gaming console to his neighbor, hoping to make a bit of extra cash.",cash..,cash.,21,2.441174805164337
9,5,PREP_DAT,True,"Realizing he wouldn't use it anymore, Lucas sold his gaming console his neighbor, hoping to make a bit of extra cash.",Real.izing,Realizing,0,17.89538049697876
9,5,PREP_DAT,True,"Realizing he wouldn't use it anymore, Lucas sold his gaming console his neighbor, hoping to make a bit of extra cash.",he,he,1,3.4816298484802246
