,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,the,the,3,1.987505316734314,2.8673640641930436,1.987505316734314,2.8673640641930436
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,file,file,4,7.126250743865967,10.281006608306717,7.126250743865967,10.281006608306717
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,deserved,deserved,5,14.461296081542969,20.863240141669042,14.461296081542969,20.863240141669042
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,further,further,6,8.406383514404297,12.127847808041816,8.406383514404297,12.127847808041816
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,investigation,investigation,7,0.5563809275627136,0.8026880050399285,0.5563809275627136,0.8026880050399285
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,given,given,8,8.40263843536377,12.12244480108231,8.40263843536377,12.12244480108231
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,the,the,9,0.9224051833152771,1.3307493836592255,0.9224051833152771,1.3307493836592255
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,new,new,10,6.643238067626953,9.584166615610187,6.643238067626953,9.584166615610187
2,1,MVRR_AMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,evidence..,evidence.,11,4.507016897201538,6.502250926795423,2.253508448600769,3.2511254633977114
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,corrupt,corrupt,1,10.824800491333008,15.616885987458545,10.824800491333008,15.616885987458545
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,politician,politician,2,5.956991672515869,8.594122344555498,5.956991672515869,8.594122344555498
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,mentioned,mentioned,3,9.117835998535156,13.15425677872554,9.117835998535156,13.15425677872554
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,the,the,4,4.231247901916504,6.1044003648667715,4.231247901916504,6.1044003648667715
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,bill,bill,5,6.275672912597656,9.053882189245837,6.275672912597656,9.053882189245837
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,received,received,6,8.176454544067383,11.796130422780044,8.176454544067383,11.796130422780044
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,unwelcome,unwelcome,7,11.095186233520508,16.006970156839532,11.095186233520508,16.006970156839532
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,attention,attention,8,0.6314325332641602,0.9109645843961593,0.6314325332641602,0.9109645843961593
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,from,from,9,1.6642374992370605,2.4009871870107573,1.6642374992370605,2.4009871870107573
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,southern,southern,10,10.4137601852417,15.023880176255133,10.4137601852417,15.023880176255133
3,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,voters..,voters.,11,7.650564551353455,11.037431538238526,3.8252822756767273,5.518715769119263
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,After,After,0,10.893829345703125,15.71647357333656,10.893829345703125,15.71647357333656
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,the,the,1,2.499746322631836,3.6063716231413725,2.499746322631836,3.6063716231413725
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,corrupt,corrupt,2,10.376119613647461,14.9695763102799,10.376119613647461,14.9695763102799
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,politician,politician,3,5.985006809234619,8.634539643369463,5.985006809234619,8.634539643369463
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,signed,signed,4,7.590532302856445,10.950823311038477,7.590532302856445,10.950823311038477
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,the,the,5,1.8750641345977783,2.7051457283329707,1.8750641345977783,2.7051457283329707
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,bill,bill,6,2.3512864112854004,3.3921892452710547,2.3512864112854004,3.3921892452710547
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,received,received,7,11.526535034179688,16.629274932443934,11.526535034179688,16.629274932443934
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,unwelcome,unwelcome,8,10.189702033996582,14.700632592583053,10.189702033996582,14.700632592583053
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,attention,attention,9,1.886191964149475,2.7211997928430613,1.886191964149475,2.7211997928430613
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,from,from,10,1.354966163635254,1.9548029648489247,1.354966163635254,1.9548029648489247
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,southern,southern,11,10.315742492675781,14.882470537270905,10.315742492675781,14.882470537270905
4,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,voters..,voters.,12,8.466021537780762,12.213887288615462,4.233010768890381,6.106943644307731
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,corrupt,corrupt,1,10.824800491333008,15.616885987458545,10.824800491333008,15.616885987458545
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,politician,politician,2,5.956991672515869,8.594122344555498,5.956991672515869,8.594122344555498
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,handed,handed,3,8.685867309570312,12.531057693336653,8.685867309570312,12.531057693336653
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,the,the,4,2.5295791625976562,3.649411313415696,2.5295791625976562,3.649411313415696
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,bill,bill,5,4.857657432556152,7.008118288286175,4.857657432556152,7.008118288286175
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,received,received,6,12.069904327392578,17.41319111713351,12.069904327392578,17.41319111713351
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,unwelcome,unwelcome,7,10.704625129699707,15.443509589193145,10.704625129699707,15.443509589193145
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,attention,attention,8,1.7454510927200317,2.5181536355814123,1.7454510927200317,2.5181536355814123
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,from,from,9,1.6578114032745361,2.391716290233347,1.6578114032745361,2.391716290233347
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,southern,southern,10,10.68625259399414,15.417003623042168,10.68625259399414,15.417003623042168
5,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,voters..,voters.,11,8.231365323066711,11.875349931333725,4.115682661533356,5.937674965666862
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,woman,woman,1,7.634164333343506,11.013771025046076,7.634164333343506,11.013771025046076
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,maintained,maintained,2,11.687318801879883,16.861236876760447,11.687318801879883,16.861236876760447
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,the,the,3,2.819687843322754,4.067949668416634,2.819687843322754,4.067949668416634
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,mail,mail,4,10.97148323059082,15.8285044479698,10.97148323059082,15.8285044479698
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,disappeared,disappeared,5,9.715286254882812,14.016195300736143,9.715286254882812,14.016195300736143
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,mysteriously,mysteriously,6,8.55572509765625,12.343302169597914,8.55572509765625,12.343302169597914
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,from,from,7,2.1743929386138916,3.1369859094822417,2.1743929386138916,3.1369859094822417
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,her,her,8,0.4906230568885803,0.7078194511189386,0.4906230568885803,0.7078194511189386
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,front,front,9,4.893783092498779,7.060236598734244,4.893783092498779,7.060236598734244
6,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,porch..,porch.,10,4.076873540878296,5.881685239756546,2.038436770439148,2.940842619878273
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,After,After,0,10.893829345703125,15.71647357333656,10.893829345703125,15.71647357333656
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,1,2.499746322631836,3.6063716231413725,2.499746322631836,3.6063716231413725
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,woman,woman,2,8.24946403503418,11.901460853335669,8.24946403503418,11.901460853335669
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,moved,moved,3,6.860422611236572,9.897497679633515,6.860422611236572,9.897497679633515
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,4,4.55314302444458,6.568796861824373,4.55314302444458,6.568796861824373
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mail,mail,5,8.37385368347168,12.080917182274373,8.37385368347168,12.080917182274373
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,disappeared,disappeared,6,13.733359336853027,19.813049410024007,13.733359336853027,19.813049410024007
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mysteriously,mysteriously,7,7.5900092124938965,10.950068651166491,7.5900092124938965,10.950068651166491
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,from,from,8,2.0898752212524414,3.0150526177776227,2.0898752212524414,3.0150526177776227
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,9,1.2161742448806763,1.7545685519462315,1.2161742448806763,1.7545685519462315
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,delivery,delivery,10,6.395867347717285,9.227286104735375,6.395867347717285,9.227286104735375
7,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,system..,system.,11,5.926615118980408,8.550298241410589,2.963307559490204,4.2751491207052945
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,woman,woman,1,7.634164333343506,11.013771025046076,7.634164333343506,11.013771025046076
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,brought,brought,2,7.915650844573975,11.419870218875408,7.915650844573975,11.419870218875408
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,the,the,3,1.9130620956420898,2.759965198295491,1.9130620956420898,2.759965198295491
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mail,mail,4,7.835021018981934,11.303545969346029,7.835021018981934,11.303545969346029
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,disappeared,disappeared,5,12.068604469299316,17.411315818308505,12.068604469299316,17.411315818308505
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mysteriously,mysteriously,6,8.329362869262695,12.016730505249958,8.329362869262695,12.016730505249958
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,after,after,7,3.3846547603607178,4.88302463789363,3.3846547603607178,4.88302463789363
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,reading,reading,8,8.111855506896973,11.702933712208091,8.111855506896973,11.702933712208091
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,the,the,9,1.369287133216858,1.9754637566450264,1.369287133216858,1.9754637566450264
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,bad,bad,10,8.498039245605469,12.260079076914797,8.498039245605469,12.260079076914797
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,news,news,11,0.3117099702358246,0.44970242825487056,0.3117099702358246,0.44970242825487056
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,in,in,12,3.707864761352539,5.349318103490248,3.707864761352539,5.349318103490248
8,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,it..,it.,13,7.95424884557724,11.475555363511047,3.97712442278862,5.7377776817555235
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,boy,boy,1,8.478448867797852,12.231816136002607,8.478448867797852,12.231816136002607
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,found,found,2,6.24794340133667,9.013876960863337,6.24794340133667,9.013876960863337
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,the,the,3,2.539262533187866,3.6633814641452815,2.539262533187866,3.6633814641452815
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,chicken,chicken,4,7.992645263671875,11.530949685484076,7.992645263671875,11.530949685484076
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,stayed,stayed,5,11.79401969909668,17.015173732033524,11.79401969909668,17.015173732033524
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,surprisingly,surprisingly,6,9.88214111328125,14.2569159774958,9.88214111328125,14.2569159774958
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,happy,happy,7,4.830383777618408,6.968770721560575,4.830383777618408,6.968770721560575
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,in,in,8,2.6976070404052734,3.8918242994598415,2.6976070404052734,3.8918242994598415
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,the,the,9,0.9497482180595398,1.370197044287628,0.9497482180595398,1.370197044287628
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,new,new,10,6.100031852722168,8.800485703186988,6.100031852722168,8.800485703186988
9,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,barn..,barn.,11,6.818162798881531,9.836529657919998,3.4090813994407654,4.918264828959999
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,Although,Although,0,11.969837188720703,17.26882475241565,11.969837188720703,17.26882475241565
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,the,the,1,1.8064582347869873,2.6061683369002173,1.8064582347869873,2.6061683369002173
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,boy,boy,2,8.643804550170898,12.470373958945013,8.643804550170898,12.470373958945013
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,attacked,attacked,3,7.881852626800537,11.371109697702785,7.881852626800537,11.371109697702785
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,the,the,4,1.9182864427566528,2.7675023379695536,1.9182864427566528,2.7675023379695536
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,chicken,chicken,5,7.971870422363281,11.500977924952913,7.971870422363281,11.500977924952913
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,stayed,stayed,6,12.206584930419922,17.610379545306774,12.206584930419922,17.610379545306774
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,surprisingly,surprisingly,7,10.654607772827148,15.37134979647473,10.654607772827148,15.37134979647473
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happy,happy,8,5.435912132263184,7.842363475924246,5.435912132263184,7.842363475924246
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,as,as,9,4.36848783493042,6.302395735637882,4.36848783493042,6.302395735637882
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,if,if,10,5.553197860717773,8.011571014732732,5.553197860717773,8.011571014732732
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,nothing,nothing,11,3.4455437660217285,4.970868904405431,3.4455437660217285,4.970868904405431
10,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happened..,happened.,12,4.271482825279236,6.1624470892727325,2.135741412639618,3.0812235446363663
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,boy,boy,1,8.478448867797852,12.231816136002607,8.478448867797852,12.231816136002607
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,fed,fed,2,11.278072357177734,16.27081906048722,11.278072357177734,16.27081906048722
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,the,the,3,1.8290284872055054,2.6387303281360257,1.8290284872055054,2.6387303281360257
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,chicken,chicken,4,5.500594615936279,7.935680574351803,5.500594615936279,7.935680574351803
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,stayed,stayed,5,9.502202033996582,13.70877975197189,9.502202033996582,13.70877975197189
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,surprisingly,surprisingly,6,10.099370956420898,14.570312394926457,10.099370956420898,14.570312394926457
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,happy,happy,7,3.396198272705078,4.89967840590728,3.396198272705078,4.89967840590728
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,despite,despite,8,3.8719053268432617,5.585978613828335,3.8719053268432617,5.585978613828335
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,having,having,9,3.0104479789733887,4.34315837011911,3.0104479789733887,4.34315837011911
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,a,a,10,1.9598714113235474,2.8274967658965355,1.9598714113235474,2.8274967658965355
11,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,mild,mild,11,6.456289768218994,9.314457231151698,6.456289768218994,9.314457231151698
