,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",before,before,15,5.229778289794922,7.544975203635898,5.229778289794922,7.544975203635898
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",moving,moving,16,2.435309410095215,3.5134088089745936,2.435309410095215,3.5134088089745936
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",out,out,17,2.9799156188964844,4.299109485649525,2.9799156188964844,4.299109485649525
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",of,of,18,1.6409906148910522,2.367449022248652,1.6409906148910522,2.367449022248652
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,19,2.1090595722198486,3.042729785780974,2.1090595722198486,3.042729785780974
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",old,old,20,5.592764854431152,8.06865412034591,5.592764854431152,8.06865412034591
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",apartment..,apartment.,21,2.8037226796150208,4.044916805908507,1.4018613398075104,2.0224584029542534
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220203399658203,20.51541692511927,14.220203399658203,20.51541692511927
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",whether,whether,1,4.242992401123047,6.121344095629776,4.242992401123047,6.121344095629776
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",it,it,2,3.2862210273742676,4.74101477945789,3.2862210273742676,4.74101477945789
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",was,was,3,2.319453001022339,3.3462633421499524,2.319453001022339,3.3462633421499524
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",the,the,4,3.009446144104004,4.3417130279212595,3.009446144104004,4.3417130279212595
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",right,right,5,3.1529428958892822,4.548735080105555,3.1529428958892822,4.548735080105555
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.2524614334106445,10.46309014422,3.6262307167053223,5.23154507211
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Mia,Mia,7,11.443727493286133,16.509808903848594,11.443727493286133,16.509808903848594
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",sold,sold,8,8.014887809753418,11.563038896412662,8.014887809753418,11.563038896412662
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,9,1.6045260429382324,2.31484176512418,1.6045260429382324,2.31484176512418
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814567565917969,11.274037874041591,7.814567565917969,11.274037874041591
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",a,a,11,6.059337139129639,8.741775641696648,6.059337139129639,8.741775641696648
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",local,local,12,9.015180587768555,13.006156326692144,9.015180587768555,13.006156326692144
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",dealer,dealer,13,5.506142616271973,7.943684646922958,5.506142616271973,7.943684646922958
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",before,before,14,6.569092273712158,9.477196846426535,6.569092273712158,9.477196846426535
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",moving,moving,15,3.1067135334014893,4.482040208100957,3.1067135334014893,4.482040208100957
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",out,out,16,3.129915714263916,4.5155138793689895,3.129915714263916,4.5155138793689895
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",of,of,17,1.6970043182373047,2.448259714288116,1.6970043182373047,2.448259714288116
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,18,2.1854426860809326,3.1529273253560173,2.1854426860809326,3.1529273253560173
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",old,old,19,5.600685119628906,8.080080647669234,5.600685119628906,8.080080647669234
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",apartment..,apartment.,20,3.1024718284606934,4.475920721417957,1.5512359142303467,2.2379603607089784
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569805145263672,18.134395548012478,12.569805145263672,18.134395548012478
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403617858886719,7.795772687874908,5.403617858886719,7.795772687874908
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",for,for,2,0.31643277406692505,0.45651599392109055,0.31643277406692505,0.45651599392109055
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",a,a,3,2.164944648742676,3.1233549085401573,2.164944648742676,3.1233549085401573
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475231111049652,6.45639373074334,2.237615555524826,3.22819686537167
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.887025833129883,12.821268097708591,8.887025833129883,12.821268097708591
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713705539703369,9.685829688118812,6.713705539703369,9.685829688118812
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718456745147705,4.576006025087569,3.1718456745147705,4.576006025087569
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365608215332031,13.511716527168456,9.365608215332031,13.511716527168456
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,9,1.3353404998779297,1.9264891170720786,1.3353404998779297,1.9264891170720786
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,10,1.7738202810287476,2.5590817228684415,1.7738202810287476,2.5590817228684415
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",hiring,hiring,11,9.473913192749023,13.667967580991542,9.473913192749023,13.667967580991542
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",manager,manager,12,0.47323206067085266,0.6827295471195042,0.47323206067085266,0.6827295471195042
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",and,and,13,1.7166682481765747,2.4766287684958885,1.7166682481765747,2.4766287684958885
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",moved,moved,14,8.344852447509766,12.039077242972468,8.344852447509766,12.039077242972468
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",on,on,15,0.7065876722335815,1.0193905306846645,0.7065876722335815,1.0193905306846645
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,16,1.0096547603607178,1.4566239157823424,1.0096547603607178,1.4566239157823424
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,17,1.4063880443572998,2.028989057159804,1.4063880443572998,2.028989057159804
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",next,next,18,0.6938979029655457,1.0010830634916439,0.6938979029655457,1.0010830634916439
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",part,part,19,3.3797991275787354,4.876019440558687,3.3797991275787354,4.876019440558687
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",of,of,20,0.7833081483840942,1.1300747811616492,0.7833081483840942,1.1300747811616492
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,21,0.2074582576751709,0.2992989995394338,0.2074582576751709,0.2992989995394338
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",interview..,interview.,22,2.674904227256775,3.859071063516274,1.3374521136283875,1.929535531758137
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569805145263672,18.134395548012478,12.569805145263672,18.134395548012478
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403617858886719,7.795772687874908,5.403617858886719,7.795772687874908
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",for,for,2,0.31643277406692505,0.45651599392109055,0.31643277406692505,0.45651599392109055
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",a,a,3,2.164944648742676,3.1233549085401573,2.164944648742676,3.1233549085401573
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475231111049652,6.45639373074334,2.237615555524826,3.22819686537167
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.887025833129883,12.821268097708591,8.887025833129883,12.821268097708591
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713705539703369,9.685829688118812,6.713705539703369,9.685829688118812
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718456745147705,4.576006025087569,3.1718456745147705,4.576006025087569
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365608215332031,13.511716527168456,9.365608215332031,13.511716527168456
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,9,6.355680465698242,9.169308689337711,6.355680465698242,9.169308689337711
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",hiring,hiring,10,10.633001327514648,15.340178284971149,10.633001327514648,15.340178284971149
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",manager,manager,11,3.7374045848846436,5.39193506040875,3.7374045848846436,5.39193506040875
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",and,and,12,3.168604850769043,4.571330504741212,3.168604850769043,4.571330504741212
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",moved,moved,13,7.708868980407715,11.12154704889697,7.708868980407715,11.12154704889697
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",on,on,14,0.7759664058685303,1.1194828856429613,0.7759664058685303,1.1194828856429613
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",to,to,15,0.9048275351524353,1.3053901978242026,0.9048275351524353,1.3053901978242026
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,16,1.4401792287826538,2.0777394313560267,1.4401792287826538,2.0777394313560267
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",next,next,17,1.1077748537063599,1.5981812878636623,1.1077748537063599,1.5981812878636623
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",part,part,18,3.190915584564209,4.603518089746093,3.190915584564209,4.603518089746093
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",of,of,19,0.9551810622215271,1.3780349816180495,0.9551810622215271,1.3780349816180495
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,20,0.20862628519535065,0.30098410705041895,0.20862628519535065,0.30098410705041895
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",interview..,interview.,21,2.677423894405365,3.862706174816236,1.3387119472026825,1.931353087408118
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,I,I,0,7.896903991699219,11.392824227200723,7.896903991699219,11.392824227200723
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,was,was,1,3.181877613067627,4.590479053088277,3.181877613067627,4.590479053088277
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,surprised,surprised,2,4.540327072143555,6.550307350995413,4.540327072143555,6.550307350995413
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,when,when,3,2.6397125720977783,3.8083002371377153,2.6397125720977783,3.8083002371377153
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,I,I,4,0.7934268712997437,1.144673012532186,0.7934268712997437,1.144673012532186
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,heard,heard,5,2.8818206787109375,4.157588401907536,2.8818206787109375,4.157588401907536
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,that,that,6,1.2346030473709106,1.7811556939084148,1.2346030473709106,1.7811556939084148
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,Mark,Mark,7,7.502202033996582,10.823389670193963,7.502202033996582,10.823389670193963
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,had,had,8,3.5421392917633057,5.110226790364866,3.5421392917633057,5.110226790364866
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,given,given,9,5.054488658905029,7.292085722431794,5.054488658905029,7.292085722431794
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,his,his,10,2.742260456085205,3.9562455608200326,2.742260456085205,3.9562455608200326
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,collection,collection,11,8.768417358398438,12.65015223940613,8.768417358398438,12.65015223940613
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,of,of,12,1.0417089462280273,1.502868330772843,1.0417089462280273,1.502868330772843
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,vintage,vintage,13,4.772252082824707,6.884904413763231,4.772252082824707,6.884904413763231
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,records,records,14,5.412396430969238,7.808437490284445,5.412396430969238,7.808437490284445
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,to,to,15,0.8343344330787659,1.2036901490456402,0.8343344330787659,1.2036901490456402
