,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,lg_freq,len
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,suffered,suffered,1,10.473523139953613,15.110099894646883,10.473523139953613,15.110099894646883,12.233020426474496,8
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,his,his,2,3.7102839946746826,5.352808319406858,3.7102839946746826,5.352808319406858,18.805318783714558,3
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,injury,injury,3,4.3120903968811035,6.22103143144529,4.3120903968811035,6.22103143144529,12.162706018482417,6
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,after,after,4,3.9475035667419434,5.695043819630097,3.9475035667419434,5.695043819630097,17.222700581332926,5
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,being,being,5,1.9899835586547852,2.8709394115218303,1.9899835586547852,2.8709394115218303,16.17747793605603,5
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,on,on,6,7.256017684936523,10.468220730660539,7.256017684936523,10.468220730660539,19.668033172795166,2
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,the,the,7,0.4929097592830658,0.7111184653234517,0.4929097592830658,0.7111184653234517,22.632208031412052,3
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,end,end,8,6.440729141235352,9.292007991769275,6.440729141235352,9.292007991769275,15.59700500260697,3
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,of,of,9,0.1131102591753006,0.16318360998587156,0.1131102591753006,0.16318360998587156,21.582058346977153,2
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,a,a,10,0.6555754542350769,0.9457954567534751,0.6555754542350769,0.9457954567534751,21.49714088771862,1
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,flying,flying,11,6.9139323234558105,9.974695876091607,6.9139323234558105,9.974695876091607,12.494355603532846,6
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,knee,knee,12,3.908841609954834,5.639266406302271,3.908841609954834,5.639266406302271,12.013671614058637,4
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,from,from,13,3.235435724258423,4.667747074502619,3.235435724258423,4.667747074502619,18.988496083957404,4
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,Lu.que,Luque,14,17.504514694213867,25.253676542510338,8.752257347106934,12.626838271255169,4.0,5
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,that,that,15,6.781492233276367,9.783625214774837,6.781492233276367,9.783625214774837,20.356572327344683,4
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,laid,laid,16,9.542266845703125,13.76658105713507,9.542266845703125,13.76658105713507,12.102959885910124,4
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,him,him,17,1.299121618270874,1.874236316191035,1.299121618270874,1.874236316191035,16.993679226055203,3
163,84,FILLER,True,Perry suffered his injury after being on the end of a flying knee from Luque that laid him out.,out..,out.,18,4.202359557151794,6.062723293135234,2.101179778575897,3.031361646567617,17.936706943811505,4
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",I.m,I'm,0,10.230751514434814,14.75985447444236,5.115375757217407,7.37992723722118,NA,3
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",no,no,1,5.770782470703125,8.325479252532359,5.770782470703125,8.325479252532359,17.424863383604837,2
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",food,food,2,7.169532775878906,10.343449381251382,7.169532775878906,10.343449381251382,15.287784512498185,4
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""","critic.,","critic,",3,4.152647972106934,5.991004635916283,2.076323986053467,2.9955023179581417,11.000704269011246,7
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",so,so,4,2.6258413791656494,3.7882883358833186,2.6258413791656494,3.7882883358833186,17.906332805383798,2
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",I.m,I'm,5,2.2935990691184998,3.3089640028048026,1.1467995345592499,1.6544820014024013,NA,3
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",going,going,6,2.2856926918029785,3.297557511460303,2.2856926918029785,3.297557511460303,16.101647450030768,5
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",to,to,7,0.07979986071586609,0.11512686331841002,0.07979986071586609,0.11512686331841002,21.53676655844732,2
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",have,have,8,4.851771354675293,6.999626472917173,4.851771354675293,6.999626472917173,18.874822295778195,4
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",to,to,9,0.2957552373409271,0.42668461422869397,0.2957552373409271,0.42668461422869397,21.53676655844732,2
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",slip,slip,10,10.484380722045898,15.125764074487467,10.484380722045898,15.125764074487467,11.592924155627637,4
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",into,into,11,2.19204044342041,3.1624458771506703,2.19204044342041,3.1624458771506703,17.724473884286134,4
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",cl.iche,cliche,12,10.25939667224884,14.801180701566135,5.12969833612442,7.400590350783068,8.038918989292302,6
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",here,here,13,4.029069423675537,5.812718476934052,4.029069423675537,5.812718476934052,16.06282614952467,4
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",and,and,14,2.6419363021850586,3.81150840150691,2.6419363021850586,3.81150840150691,21.58925110025668,3
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",describe,describe,15,6.888395309448242,9.937853752623775,6.888395309448242,9.937853752623775,12.1999790076159,8
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",the,the,16,2.0343010425567627,2.9348760257718896,2.0343010425567627,2.9348760257718896,22.632208031412052,3
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",ch.owder,chowder,17,12.295933723449707,17.73928260592026,6.1479668617248535,8.86964130296013,7.3750394313469245,7
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",as,as,18,1.42033851146698,2.049115326877024,1.42033851146698,2.049115326877024,19.505472374673356,2
164,85,FILLER,True,"I'm no food critic, so I'm going to have to slip into cliche here and describe the chowder as ""succulent.""",.su.cc.ulent..,"""succulent.""",19,13.848884239792824,19.97971661459443,2.769776847958565,3.995943322918886,NA,12
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753,22.632208031412052,3
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",checks,checks,1,11.704973220825195,16.886706819422628,11.704973220825195,16.886706819422628,11.313449940963057,6
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",were,were,2,2.879000425338745,4.153519636353424,2.879000425338745,4.153519636353424,17.888225971688588,4
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",cut,cut,3,8.034656524658203,11.591559123370544,8.034656524658203,11.591559123370544,14.956421535720725,3
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",in,in,4,2.431851625442505,3.508420280203667,2.431851625442505,3.508420280203667,21.071753013366482,2
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",federal,federal,5,9.531035423278809,13.750377539701379,9.531035423278809,13.750377539701379,14.439895798604494,7
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",court,court,6,0.5810791254043579,0.8383199725849633,0.5810791254043579,0.8383199725849633,14.117967703717133,5
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",this,this,7,4.376798152923584,6.31438499019483,4.376798152923584,6.31438499019483,18.76738918610707,4
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.","morning.,","morning,",8,3.023125410079956,4.361448037107767,1.511562705039978,2.1807240185538834,14.354524889449351,8
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",right,right,9,9.285070419311523,13.395525048245544,9.285070419311523,13.395525048245544,16.362936929061178,5
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",here,here,10,4.304111003875732,6.209519600727138,4.304111003875732,6.209519600727138,16.06282614952467,4
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",in,in,11,0.5374255776405334,0.7753412157088843,0.5374255776405334,0.7753412157088843,21.071753013366482,2
165,86,FILLER,True,"The checks were cut in federal court this morning, right here in Rockford.",Rock.ford..,Rockford.,12,9.700869381427765,13.995396148897424,3.233623127142588,4.665132049632475,6.906890595608519,9
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",We,We,0,9.732017517089844,14.04033340975004,9.732017517089844,14.04033340975004,18.65777898884073,2
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",expect,expect,1,6.500311374664307,9.377966984462317,6.500311374664307,9.377966984462317,13.571515650477815,6
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",someone,someone,2,8.447818756103516,12.187626225759313,8.447818756103516,12.187626225759313,14.627761852402616,7
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",who,who,3,2.14422345161438,3.093460540201882,2.14422345161438,3.093460540201882,18.160511595538683,3
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",wants,wants,4,4.300555229187012,6.204389702217202,4.300555229187012,6.204389702217202,13.799281621521923,5
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",to,to,5,0.10220356285572052,0.14744857329313146,0.10220356285572052,0.14744857329313146,21.53676655844732,2
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",work,work,6,4.109496116638184,5.928749668026361,4.109496116638184,5.928749668026361,16.667333341605158,4
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",here,here,7,4.992387294769287,7.2024923923607185,4.992387294769287,7.2024923923607185,16.06282614952467,4
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",will,will,8,2.2501542568206787,3.2462863875503842,2.2501542568206787,3.2462863875503842,17.95400882602011,4
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",have,have,9,1.935497760772705,2.792333021118475,1.935497760772705,2.792333021118475,18.874822295778195,4
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",already,already,10,6.174966812133789,8.908593997519349,6.174966812133789,8.908593997519349,15.067350324348117,7
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",found,found,11,4.124449729919434,5.9503231717505916,4.124449729919434,5.9503231717505916,15.914852250515,5
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.","us.,","us,",12,6.940084934234619,10.012426117968493,3.4700424671173096,5.006213058984247,16.463875553202982,3
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",connected,connected,13,10.29563045501709,14.853455000278538,10.29563045501709,14.853455000278538,12.214926187942435,9
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",with,with,14,1.3507401943206787,1.948706179875838,1.3507401943206787,1.948706179875838,19.749777789893024,4
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.","us.,","us,",15,3.1771304607391357,4.583630359965619,1.5885652303695679,2.2918151799828097,16.463875553202982,3
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",and,and,16,0.8114923238754272,1.1707359513745395,0.8114923238754272,1.1707359513745395,21.58925110025668,3
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",begun,begun,17,8.542035102844238,12.32355168197283,8.542035102844238,12.32355168197283,12.451726268074506,5
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",to,to,18,0.9180673956871033,1.3244912789596297,0.9180673956871033,1.3244912789596297,21.53676655844732,2
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",build,build,19,3.623586416244507,5.227730152948562,3.623586416244507,5.227730152948562,14.01524080333268,5
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",a,a,20,1.4514261484146118,2.0939653065343293,1.4514261484146118,2.0939653065343293,21.49714088771862,1
166,87,FILLER,True,"We expect someone who wants to work here will have already found us, connected with us, and begun to build a relationship.",relationship..,relationship.,21,4.43460750579834,6.39778625690424,2.21730375289917,3.19889312845212,14.037289552009451,13
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,Most,Most,0,11.591896057128906,16.723570956120202,11.591896057128906,16.723570956120202,17.372142375610732,4
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,of,of,1,1.7052979469299316,2.4602248912739433,1.7052979469299316,2.4602248912739433,21.582058346977153,2
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,us,us,2,2.206177234649658,3.182840955751189,2.206177234649658,3.182840955751189,16.463875553202982,2
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,are,are,3,1.9282647371292114,2.781897973777374,1.9282647371292114,2.781897973777374,19.091665231417707,3
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,here,here,4,6.5254621505737305,9.414251884141352,6.5254621505737305,9.414251884141352,16.06282614952467,4
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,to,to,5,1.345409631729126,1.9410158036598566,1.345409631729126,1.9410158036598566,21.53676655844732,2
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,talk,talk,6,4.323796272277832,6.237919439829414,4.323796272277832,6.237919439829414,14.540249146245625,4
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,about,about,7,0.2036370038986206,0.2937860956660265,0.2036370038986206,0.2937860956660265,18.178679438148006,5
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,conservative,conservative,8,9.479533195495605,13.67607553108382,9.479533195495605,13.67607553108382,13.00930377832483,12
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,issues,issues,9,3.4235239028930664,4.939100957068656,3.4235239028930664,4.939100957068656,14.03677461028802,6
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,first,first,10,7.783424377441406,11.229107750468984,7.783424377441406,11.229107750468984,17.229241293156978,5
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,and,and,11,1.2711440324783325,1.8338731919120899,1.2711440324783325,1.8338731919120899,21.58925110025668,3
167,88,FILLER,True,Most of us are here to talk about conservative issues first and foremost.,foremost..,foremost.,12,0.8337043523788452,1.2027811347445048,0.4168521761894226,0.6013905673722524,10.053925881531105,9
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",Sel.v.agg.io.s,Selvaggio's,0,25.687445521354675,37.05915026676381,5.137489104270935,7.4118300533527615,NA,11
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",companies,companies,1,10.494625091552734,15.140543575572014,10.494625091552734,15.140543575572014,14.895811925543832,9
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",never,never,2,7.385331630706787,10.654781318941083,7.385331630706787,10.654781318941083,16.10852445677817,5
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",actually,actually,3,5.569850921630859,8.035596303127663,5.569850921630859,8.035596303127663,14.727601427169228,8
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",provided,provided,4,6.204616069793701,8.951368834511344,6.204616069793701,8.951368834511344,13.497228130642114,8
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",the,the,5,2.006573438644409,2.894873549111804,2.006573438644409,2.894873549111804,22.632208031412052,3
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.","services.,","services,",6,6.297945022583008,9.086014051871835,3.148972511291504,4.543007025935918,14.226412192788786,9
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",even,even,7,4.743577480316162,6.843535706924691,4.743577480316162,6.843535706924691,17.183470618896614,4
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",though,though,8,0.9020856618881226,1.3014345108630327,0.9020856618881226,1.3014345108630327,15.67457849494926,6
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",customers,customers,9,7.1947126388549805,10.379776244697227,7.1947126388549805,10.379776244697227,13.331896637093454,9
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",were,were,10,1.9192895889282227,2.768949571976564,1.9192895889282227,2.768949571976564,17.888225971688588,4
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",billed,billed,11,5.395746231079102,7.784416329473135,5.395746231079102,7.784416329473135,9.047123912114026,6
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",for,for,12,1.0783088207244873,1.555670788206044,1.0783088207244873,1.555670788206044,20.06528990175323,3
168,89,FILLER,True,"Selvaggio's companies never actually provided the services, even though customers were billed for them.",them..,them.,13,1.5328167080879211,2.2113870633501898,0.7664083540439606,1.1056935316750949,17.482973350568695,5
169,90,FILLER,True,This movie is a slippery slope for viewers who will never research the truth about wolves.,This,This,0,8.803569793701172,12.700866483492556,8.803569793701172,12.700866483492556,18.76738918610707,4
169,90,FILLER,True,This movie is a slippery slope for viewers who will never research the truth about wolves.,movie,movie,1,7.735787391662598,11.160382107322999,7.735787391662598,11.160382107322999,14.009478745888066,5
169,90,FILLER,True,This movie is a slippery slope for viewers who will never research the truth about wolves.,is,is,2,0.8765366077423096,1.2645750171474646,0.8765366077423096,1.2645750171474646,20.06059171287819,2
169,90,FILLER,True,This movie is a slippery slope for viewers who will never research the truth about wolves.,a,a,3,2.141674757003784,3.0897835511264353,2.141674757003784,3.0897835511264353,21.49714088771862,1
169,90,FILLER,True,This movie is a slippery slope for viewers who will never research the truth about wolves.,slippery,slippery,4,13.335573196411133,19.239165317874125,13.335573196411133,19.239165317874125,9.929258408636972,8
169,90,FILLER,True,This movie is a slippery slope for viewers who will never research the truth about wolves.,slope,slope,5,0.41464337706565857,0.5982039438300781,0.41464337706565857,0.5982039438300781,10.96289600533726,5
