,Unnamed: 0,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,disambPositionAmb,disambPositionUnamb,disambPosition_0idx,spillover_1,spillover_2
22,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",soon,soon,1,4.550017356872559,6.564287476718749,4.550017356872559,6.564287476718749,12,11,10,10.346118927001951,NA
23,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",as,as,2,0.0057414146140217,0.0082831103913366,0.0057414146140217,0.0082831103913366,12,11,10,4.550017356872559,10.346118927001951
24,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,3,1.980483174324036,2.8572332541613186,1.980483174324036,2.8572332541613186,12,11,10,0.0057414146140217,4.550017356872559
25,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",meeting,meeting,4,7.226336479187012,10.425399802318116,7.226336479187012,10.425399802318116,12,11,10,1.980483174324036,0.0057414146140217
26,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.","ended.,","ended,",5,3.5584473311901093,5.133754317972538,1.7792236655950546,2.566877158986269,12,11,10,7.226336479187012,1.980483174324036
27,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",Paul,Paul,6,6.605685234069824,9.529989328865987,6.605685234069824,9.529989328865987,12,11,10,3.5584473311901093,7.226336479187012
28,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",gave,gave,7,5.504833221435547,7.94179558948588,5.504833221435547,7.94179558948588,12,11,10,6.605685234069824,3.5584473311901093
29,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,8,2.181940078735352,3.1478741311083662,2.181940078735352,3.1478741311083662,12,11,10,5.504833221435547,6.605685234069824
30,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",project,project,9,8.706146240234375,12.560314006040228,8.706146240234375,12.560314006040228,12,11,10,2.181940078735352,5.504833221435547
31,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",files,files,10,10.879130363464355,15.695267424554572,10.879130363464355,15.695267424554572,12,11,10,8.706146240234375,2.181940078735352
32,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",his,his,11,5.910640716552734,8.52725205024702,5.910640716552734,8.52725205024702,12,11,10,10.879130363464355,8.706146240234375
33,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.","assistant.,","assistant,",12,11.599196195602415,16.73410282969374,5.7995980978012085,8.36705141484687,12,11,10,5.910640716552734,10.879130363464355
34,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",eager,eager,13,11.457714080810549,16.529987284309023,11.457714080810549,16.529987284309023,12,11,10,11.599196195602415,5.910640716552734
35,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",to,to,14,0.2249609380960464,0.3245500297848953,0.2249609380960464,0.3245500297848953,12,11,10,11.457714080810549,11.599196195602415
36,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",wrap,wrap,15,7.958355903625488,11.481480595789897,7.958355903625488,11.481480595789897,12,11,10,0.2249609380960464,11.457714080810549
37,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",up,up,16,0.4256103932857513,0.6140260037441548,0.4256103932857513,0.6140260037441548,12,11,10,7.958355903625488,0.2249609380960464
38,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,17,1.256501317024231,1.812748218941309,1.256501317024231,1.812748218941309,12,11,10,0.4256103932857513,7.958355903625488
39,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",day.s,day's,18,5.196185827255249,7.496511524518664,2.5980929136276245,3.748255762259332,12,11,10,1.256501317024231,0.4256103932857513
40,1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",tasks..,tasks.,19,5.675338804721832,8.187783148936884,2.837669402360916,4.093891574468442,12,11,10,5.196185827255249,1.256501317024231
41,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220203399658203,20.51541692511927,14.220203399658203,20.51541692511927,12,11,10,NA,NA
42,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",whether,whether,1,4.242992401123047,6.121344095629776,4.242992401123047,6.121344095629776,12,11,10,14.220203399658203,NA
43,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",it,it,2,3.286221027374268,4.74101477945789,3.286221027374268,4.74101477945789,12,11,10,4.242992401123047,14.220203399658203
44,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",was,was,3,2.319453001022339,3.3462633421499524,2.319453001022339,3.3462633421499524,12,11,10,3.286221027374268,4.242992401123047
45,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",the,the,4,3.009446144104004,4.34171302792126,3.009446144104004,4.34171302792126,12,11,10,2.319453001022339,3.286221027374268
46,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",right,right,5,3.1529428958892822,4.548735080105555,3.1529428958892822,4.548735080105555,12,11,10,3.009446144104004,2.319453001022339
47,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.252461433410644,10.46309014422,3.626230716705322,5.23154507211,12,11,10,3.1529428958892822,3.009446144104004
48,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Mia,Mia,7,11.443727493286133,16.509808903848594,11.443727493286133,16.509808903848594,12,11,10,7.252461433410644,3.1529428958892822
49,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",sold,sold,8,8.014887809753418,11.563038896412662,8.014887809753418,11.563038896412662,12,11,10,11.443727493286133,7.252461433410644
50,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,9,1.6045260429382324,2.31484176512418,1.6045260429382324,2.31484176512418,12,11,10,8.014887809753418,11.443727493286133
51,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814567565917969,11.274037874041593,7.814567565917969,11.274037874041593,12,11,10,1.6045260429382324,8.014887809753418
52,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",to,to,11,1.8485751152038572,2.6669301514153494,1.8485751152038572,2.6669301514153494,12,11,10,7.814567565917969,1.6045260429382324
53,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",a,a,12,1.2497998476028442,1.8030800422404056,1.2497998476028442,1.8030800422404056,12,11,10,1.8485751152038572,7.814567565917969
54,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",local,local,13,3.303549766540528,4.766014865517912,3.303549766540528,4.766014865517912,12,11,10,1.2497998476028442,1.8485751152038572
55,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",dealer,dealer,14,4.832937240600586,6.972454589942057,4.832937240600586,6.972454589942057,12,11,10,3.303549766540528,1.2497998476028442
56,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",before,before,15,5.229778289794922,7.544975203635898,5.229778289794922,7.544975203635898,12,11,10,4.832937240600586,3.303549766540528
57,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",moving,moving,16,2.435309410095215,3.5134088089745936,2.435309410095215,3.5134088089745936,12,11,10,5.229778289794922,4.832937240600586
58,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",out,out,17,2.9799156188964844,4.299109485649525,2.9799156188964844,4.299109485649525,12,11,10,2.435309410095215,5.229778289794922
59,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",of,of,18,1.6409906148910522,2.367449022248652,1.6409906148910522,2.367449022248652,12,11,10,2.9799156188964844,2.435309410095215
60,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,19,2.1090595722198486,3.042729785780974,2.1090595722198486,3.042729785780974,12,11,10,1.6409906148910522,2.9799156188964844
61,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",old,old,20,5.592764854431152,8.06865412034591,5.592764854431152,8.06865412034591,12,11,10,2.1090595722198486,1.6409906148910522
62,2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",apartment..,apartment.,21,2.8037226796150208,4.044916805908507,1.4018613398075104,2.0224584029542534,12,11,10,5.592764854431152,2.1090595722198486
63,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220203399658203,20.51541692511927,14.220203399658203,20.51541692511927,12,11,10,NA,NA
64,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",whether,whether,1,4.242992401123047,6.121344095629776,4.242992401123047,6.121344095629776,12,11,10,14.220203399658203,NA
65,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",it,it,2,3.286221027374268,4.74101477945789,3.286221027374268,4.74101477945789,12,11,10,4.242992401123047,14.220203399658203
66,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",was,was,3,2.319453001022339,3.3462633421499524,2.319453001022339,3.3462633421499524,12,11,10,3.286221027374268,4.242992401123047
67,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",the,the,4,3.009446144104004,4.34171302792126,3.009446144104004,4.34171302792126,12,11,10,2.319453001022339,3.286221027374268
68,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",right,right,5,3.1529428958892822,4.548735080105555,3.1529428958892822,4.548735080105555,12,11,10,3.009446144104004,2.319453001022339
69,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.252461433410644,10.46309014422,3.626230716705322,5.23154507211,12,11,10,3.1529428958892822,3.009446144104004
70,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Mia,Mia,7,11.443727493286133,16.509808903848594,11.443727493286133,16.509808903848594,12,11,10,7.252461433410644,3.1529428958892822
71,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",sold,sold,8,8.014887809753418,11.563038896412662,8.014887809753418,11.563038896412662,12,11,10,11.443727493286133,7.252461433410644
72,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,9,1.6045260429382324,2.31484176512418,1.6045260429382324,2.31484176512418,12,11,10,8.014887809753418,11.443727493286133
73,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814567565917969,11.274037874041593,7.814567565917969,11.274037874041593,12,11,10,1.6045260429382324,8.014887809753418
74,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",a,a,11,6.059337139129639,8.741775641696648,6.059337139129639,8.741775641696648,12,11,10,7.814567565917969,1.6045260429382324
75,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",local,local,12,9.015180587768556,13.006156326692144,9.015180587768556,13.006156326692144,12,11,10,6.059337139129639,7.814567565917969
76,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",dealer,dealer,13,5.506142616271973,7.943684646922958,5.506142616271973,7.943684646922958,12,11,10,9.015180587768556,6.059337139129639
77,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",before,before,14,6.569092273712158,9.477196846426535,6.569092273712158,9.477196846426535,12,11,10,5.506142616271973,9.015180587768556
78,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",moving,moving,15,3.1067135334014893,4.482040208100957,3.1067135334014893,4.482040208100957,12,11,10,6.569092273712158,5.506142616271973
79,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",out,out,16,3.129915714263916,4.5155138793689895,3.129915714263916,4.5155138793689895,12,11,10,3.1067135334014893,6.569092273712158
80,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",of,of,17,1.697004318237305,2.448259714288116,1.697004318237305,2.448259714288116,12,11,10,3.129915714263916,3.1067135334014893
81,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,18,2.1854426860809326,3.1529273253560173,2.1854426860809326,3.1529273253560173,12,11,10,1.697004318237305,3.129915714263916
82,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",old,old,19,5.600685119628906,8.080080647669234,5.600685119628906,8.080080647669234,12,11,10,2.1854426860809326,1.697004318237305
83,3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",apartment..,apartment.,20,3.1024718284606934,4.475920721417957,1.551235914230347,2.2379603607089784,12,11,10,5.600685119628906,2.1854426860809326
84,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569805145263672,18.13439554801248,12.569805145263672,18.13439554801248,10,9,8,NA,NA
85,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403617858886719,7.795772687874908,5.403617858886719,7.795772687874908,10,9,8,12.569805145263672,NA
86,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",for,for,2,0.316432774066925,0.4565159939210905,0.316432774066925,0.4565159939210905,10,9,8,5.403617858886719,12.569805145263672
87,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",a,a,3,2.164944648742676,3.1233549085401573,2.164944648742676,3.1233549085401573,10,9,8,0.316432774066925,5.403617858886719
88,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475231111049652,6.45639373074334,2.237615555524826,3.22819686537167,10,9,8,2.164944648742676,0.316432774066925
89,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.887025833129883,12.821268097708591,8.887025833129883,12.821268097708591,10,9,8,4.475231111049652,2.164944648742676
90,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713705539703369,9.685829688118812,6.713705539703369,9.685829688118812,10,9,8,8.887025833129883,4.475231111049652
91,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718456745147705,4.576006025087569,3.1718456745147705,4.576006025087569,10,9,8,6.713705539703369,8.887025833129883
92,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365608215332031,13.511716527168456,9.365608215332031,13.511716527168456,10,9,8,3.1718456745147705,6.713705539703369
93,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,9,1.3353404998779297,1.9264891170720784,1.3353404998779297,1.9264891170720784,10,9,8,9.365608215332031,3.1718456745147705
94,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,10,1.7738202810287476,2.559081722868441,1.7738202810287476,2.559081722868441,10,9,8,1.3353404998779297,9.365608215332031
95,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",hiring,hiring,11,9.473913192749023,13.667967580991542,9.473913192749023,13.667967580991542,10,9,8,1.7738202810287476,1.3353404998779297
96,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",manager,manager,12,0.4732320606708526,0.6827295471195042,0.4732320606708526,0.6827295471195042,10,9,8,9.473913192749023,1.7738202810287476
97,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",and,and,13,1.7166682481765747,2.4766287684958885,1.7166682481765747,2.4766287684958885,10,9,8,0.4732320606708526,9.473913192749023
98,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",moved,moved,14,8.344852447509766,12.039077242972468,8.344852447509766,12.039077242972468,10,9,8,1.7166682481765747,0.4732320606708526
99,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",on,on,15,0.7065876722335815,1.0193905306846645,0.7065876722335815,1.0193905306846645,10,9,8,8.344852447509766,1.7166682481765747
100,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,16,1.0096547603607178,1.4566239157823424,1.0096547603607178,1.4566239157823424,10,9,8,0.7065876722335815,8.344852447509766
101,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,17,1.4063880443572998,2.028989057159804,1.4063880443572998,2.028989057159804,10,9,8,1.0096547603607178,0.7065876722335815
102,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",next,next,18,0.6938979029655457,1.001083063491644,0.6938979029655457,1.001083063491644,10,9,8,1.4063880443572998,1.0096547603607178
103,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",part,part,19,3.379799127578736,4.876019440558687,3.379799127578736,4.876019440558687,10,9,8,0.6938979029655457,1.4063880443572998
104,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",of,of,20,0.7833081483840942,1.1300747811616492,0.7833081483840942,1.1300747811616492,10,9,8,3.379799127578736,0.6938979029655457
105,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,21,0.2074582576751709,0.2992989995394338,0.2074582576751709,0.2992989995394338,10,9,8,0.7833081483840942,3.379799127578736
106,4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",interview..,interview.,22,2.674904227256775,3.859071063516274,1.3374521136283877,1.929535531758137,10,9,8,0.2074582576751709,0.7833081483840942
107,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569805145263672,18.13439554801248,12.569805145263672,18.13439554801248,10,9,8,NA,NA
108,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403617858886719,7.795772687874908,5.403617858886719,7.795772687874908,10,9,8,12.569805145263672,NA
109,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",for,for,2,0.316432774066925,0.4565159939210905,0.316432774066925,0.4565159939210905,10,9,8,5.403617858886719,12.569805145263672
110,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",a,a,3,2.164944648742676,3.1233549085401573,2.164944648742676,3.1233549085401573,10,9,8,0.316432774066925,5.403617858886719
111,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475231111049652,6.45639373074334,2.237615555524826,3.22819686537167,10,9,8,2.164944648742676,0.316432774066925
112,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.887025833129883,12.821268097708591,8.887025833129883,12.821268097708591,10,9,8,4.475231111049652,2.164944648742676
113,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713705539703369,9.685829688118812,6.713705539703369,9.685829688118812,10,9,8,8.887025833129883,4.475231111049652
114,5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718456745147705,4.576006025087569,3.1718456745147705,4.576006025087569,10,9,8,6.713705539703369,8.887025833129883
