,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,disambPositionAmb,disambPositionUnamb,disambPosition_0idx
1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",up,up,16,0.42561039328575134,0.6140260037441548,0.42561039328575134,0.6140260037441548,12,11,10
1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",the,the,17,1.256501317024231,1.8127482189413093,1.256501317024231,1.8127482189413093,12,11,10
1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",day.s,day's,18,5.196185827255249,7.496511524518664,2.5980929136276245,3.748255762259332,12,11,10
1,1,PREP_DAT,True,"As soon as the meeting ended, Paul gave the project files his assistant, eager to wrap up the day's tasks.",tasks..,tasks.,19,5.675338804721832,8.187783148936884,2.837669402360916,4.093891574468442,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220203399658203,20.51541692511927,14.220203399658203,20.51541692511927,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",whether,whether,1,4.242992401123047,6.121344095629776,4.242992401123047,6.121344095629776,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",it,it,2,3.2862210273742676,4.74101477945789,3.2862210273742676,4.74101477945789,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",was,was,3,2.319453001022339,3.3462633421499524,2.319453001022339,3.3462633421499524,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",the,the,4,3.009446144104004,4.3417130279212595,3.009446144104004,4.3417130279212595,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",right,right,5,3.1529428958892822,4.548735080105555,3.1529428958892822,4.548735080105555,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.2524614334106445,10.46309014422,3.6262307167053223,5.23154507211,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",Mia,Mia,7,11.443727493286133,16.509808903848594,11.443727493286133,16.509808903848594,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",sold,sold,8,8.014887809753418,11.563038896412662,8.014887809753418,11.563038896412662,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,9,1.6045260429382324,2.31484176512418,1.6045260429382324,2.31484176512418,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814567565917969,11.274037874041591,7.814567565917969,11.274037874041591,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",to,to,11,1.8485751152038574,2.6669301514153494,1.8485751152038574,2.6669301514153494,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",a,a,12,1.2497998476028442,1.8030800422404056,1.2497998476028442,1.8030800422404056,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",local,local,13,3.3035497665405273,4.766014865517912,3.3035497665405273,4.766014865517912,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",dealer,dealer,14,4.832937240600586,6.972454589942057,4.832937240600586,6.972454589942057,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",before,before,15,5.229778289794922,7.544975203635898,5.229778289794922,7.544975203635898,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",moving,moving,16,2.435309410095215,3.5134088089745936,2.435309410095215,3.5134088089745936,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",out,out,17,2.9799156188964844,4.299109485649525,2.9799156188964844,4.299109485649525,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",of,of,18,1.6409906148910522,2.367449022248652,1.6409906148910522,2.367449022248652,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",her,her,19,2.1090595722198486,3.042729785780974,2.1090595722198486,3.042729785780974,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",old,old,20,5.592764854431152,8.06865412034591,5.592764854431152,8.06865412034591,12,11,10
2,2,PREP_DAT,False,"Unsure whether it was the right decision, Mia sold her furniture to a local dealer before moving out of her old apartment.",apartment..,apartment.,21,2.8037226796150208,4.044916805908507,1.4018613398075104,2.0224584029542534,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Unsure,Unsure,0,14.220203399658203,20.51541692511927,14.220203399658203,20.51541692511927,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",whether,whether,1,4.242992401123047,6.121344095629776,4.242992401123047,6.121344095629776,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",it,it,2,3.2862210273742676,4.74101477945789,3.2862210273742676,4.74101477945789,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",was,was,3,2.319453001022339,3.3462633421499524,2.319453001022339,3.3462633421499524,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",the,the,4,3.009446144104004,4.3417130279212595,3.009446144104004,4.3417130279212595,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",right,right,5,3.1529428958892822,4.548735080105555,3.1529428958892822,4.548735080105555,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.","decision.,","decision,",6,7.2524614334106445,10.46309014422,3.6262307167053223,5.23154507211,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",Mia,Mia,7,11.443727493286133,16.509808903848594,11.443727493286133,16.509808903848594,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",sold,sold,8,8.014887809753418,11.563038896412662,8.014887809753418,11.563038896412662,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,9,1.6045260429382324,2.31484176512418,1.6045260429382324,2.31484176512418,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",furniture,furniture,10,7.814567565917969,11.274037874041591,7.814567565917969,11.274037874041591,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",a,a,11,6.059337139129639,8.741775641696648,6.059337139129639,8.741775641696648,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",local,local,12,9.015180587768555,13.006156326692144,9.015180587768555,13.006156326692144,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",dealer,dealer,13,5.506142616271973,7.943684646922958,5.506142616271973,7.943684646922958,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",before,before,14,6.569092273712158,9.477196846426535,6.569092273712158,9.477196846426535,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",moving,moving,15,3.1067135334014893,4.482040208100957,3.1067135334014893,4.482040208100957,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",out,out,16,3.129915714263916,4.5155138793689895,3.129915714263916,4.5155138793689895,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",of,of,17,1.6970043182373047,2.448259714288116,1.6970043182373047,2.448259714288116,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",her,her,18,2.1854426860809326,3.1529273253560173,2.1854426860809326,3.1529273253560173,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",old,old,19,5.600685119628906,8.080080647669234,5.600685119628906,8.080080647669234,12,11,10
3,2,PREP_DAT,True,"Unsure whether it was the right decision, Mia sold her furniture a local dealer before moving out of her old apartment.",apartment..,apartment.,20,3.1024718284606934,4.475920721417957,1.5512359142303467,2.2379603607089784,12,11,10
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569805145263672,18.134395548012478,12.569805145263672,18.134395548012478,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403617858886719,7.795772687874908,5.403617858886719,7.795772687874908,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",for,for,2,0.31643277406692505,0.45651599392109055,0.31643277406692505,0.45651599392109055,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",a,a,3,2.164944648742676,3.1233549085401573,2.164944648742676,3.1233549085401573,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475231111049652,6.45639373074334,2.237615555524826,3.22819686537167,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.887025833129883,12.821268097708591,8.887025833129883,12.821268097708591,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713705539703369,9.685829688118812,6.713705539703369,9.685829688118812,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718456745147705,4.576006025087569,3.1718456745147705,4.576006025087569,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365608215332031,13.511716527168456,9.365608215332031,13.511716527168456,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,9,1.3353404998779297,1.9264891170720786,1.3353404998779297,1.9264891170720786,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,10,1.7738202810287476,2.5590817228684415,1.7738202810287476,2.5590817228684415,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",hiring,hiring,11,9.473913192749023,13.667967580991542,9.473913192749023,13.667967580991542,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",manager,manager,12,0.47323206067085266,0.6827295471195042,0.47323206067085266,0.6827295471195042,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",and,and,13,1.7166682481765747,2.4766287684958885,1.7166682481765747,2.4766287684958885,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",moved,moved,14,8.344852447509766,12.039077242972468,8.344852447509766,12.039077242972468,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",on,on,15,0.7065876722335815,1.0193905306846645,0.7065876722335815,1.0193905306846645,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",to,to,16,1.0096547603607178,1.4566239157823424,1.0096547603607178,1.4566239157823424,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,17,1.4063880443572998,2.028989057159804,1.4063880443572998,2.028989057159804,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",next,next,18,0.6938979029655457,1.0010830634916439,0.6938979029655457,1.0010830634916439,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",part,part,19,3.3797991275787354,4.876019440558687,3.3797991275787354,4.876019440558687,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",of,of,20,0.7833081483840942,1.1300747811616492,0.7833081483840942,1.1300747811616492,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",the,the,21,0.2074582576751709,0.2992989995394338,0.2074582576751709,0.2992989995394338,10,9,8
4,3,PREP_DAT,False,"Without waiting for a reply, Alan showed his portfolio to the hiring manager and moved on to the next part of the interview.",interview..,interview.,22,2.674904227256775,3.859071063516274,1.3374521136283875,1.929535531758137,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Without,Without,0,12.569805145263672,18.134395548012478,12.569805145263672,18.134395548012478,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",waiting,waiting,1,5.403617858886719,7.795772687874908,5.403617858886719,7.795772687874908,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",for,for,2,0.31643277406692505,0.45651599392109055,0.31643277406692505,0.45651599392109055,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",a,a,3,2.164944648742676,3.1233549085401573,2.164944648742676,3.1233549085401573,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.","reply.,","reply,",4,4.475231111049652,6.45639373074334,2.237615555524826,3.22819686537167,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",Alan,Alan,5,8.887025833129883,12.821268097708591,8.887025833129883,12.821268097708591,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",showed,showed,6,6.713705539703369,9.685829688118812,6.713705539703369,9.685829688118812,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",his,his,7,3.1718456745147705,4.576006025087569,3.1718456745147705,4.576006025087569,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",portfolio,portfolio,8,9.365608215332031,13.511716527168456,9.365608215332031,13.511716527168456,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,9,6.355680465698242,9.169308689337711,6.355680465698242,9.169308689337711,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",hiring,hiring,10,10.633001327514648,15.340178284971149,10.633001327514648,15.340178284971149,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",manager,manager,11,3.7374045848846436,5.39193506040875,3.7374045848846436,5.39193506040875,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",and,and,12,3.168604850769043,4.571330504741212,3.168604850769043,4.571330504741212,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",moved,moved,13,7.708868980407715,11.12154704889697,7.708868980407715,11.12154704889697,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",on,on,14,0.7759664058685303,1.1194828856429613,0.7759664058685303,1.1194828856429613,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",to,to,15,0.9048275351524353,1.3053901978242026,0.9048275351524353,1.3053901978242026,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,16,1.4401792287826538,2.0777394313560267,1.4401792287826538,2.0777394313560267,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",next,next,17,1.1077748537063599,1.5981812878636623,1.1077748537063599,1.5981812878636623,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",part,part,18,3.190915584564209,4.603518089746093,3.190915584564209,4.603518089746093,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",of,of,19,0.9551810622215271,1.3780349816180495,0.9551810622215271,1.3780349816180495,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",the,the,20,0.20862628519535065,0.30098410705041895,0.20862628519535065,0.30098410705041895,10,9,8
5,3,PREP_DAT,True,"Without waiting for a reply, Alan showed his portfolio the hiring manager and moved on to the next part of the interview.",interview..,interview.,21,2.677423894405365,3.862706174816236,1.3387119472026825,1.931353087408118,10,9,8
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,I,I,0,7.896903991699219,11.392824227200723,7.896903991699219,11.392824227200723,16,15,14
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,was,was,1,3.181877613067627,4.590479053088277,3.181877613067627,4.590479053088277,16,15,14
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,surprised,surprised,2,4.540327072143555,6.550307350995413,4.540327072143555,6.550307350995413,16,15,14
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,when,when,3,2.6397125720977783,3.8083002371377153,2.6397125720977783,3.8083002371377153,16,15,14
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,I,I,4,0.7934268712997437,1.144673012532186,0.7934268712997437,1.144673012532186,16,15,14
6,4,PREP_DAT,False,I was surprised when I heard that Mark had given his collection of vintage records to his cousin as a birthday present.,heard,heard,5,2.8818206787109375,4.157588401907536,2.8818206787109375,4.157588401907536,16,15,14
